business_address,business_city,business_id,business_latitude,business_location,business_longitude,business_name,business_phone_number,business_postal_code,business_state,full_adress,inspection_date,inspection_id,inspection_type,risk_category,violation_description,violation_id,inspection_score
101 Horne Ave.,San Francisco,90891.0,0.0,,0.0,Creative Ideas Catering SF,,94124,CA,101 Horne Ave. San Francisco 94124 CA,10/24/2018 12:00:00 AM,90891_20181024,Routine - Unscheduled,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,90891_20181024_103149,98.0
270 Noe St,San Francisco,82544.0,37.76470225,,-122.433242166667,Feel Good Bakery,,94114,CA,270 Noe St San Francisco 94114 CA,08/15/2018 12:00:00 AM,82544_20180815,Routine - Unscheduled,,,,100.0
OTG,San Francisco,91955.0,0.0,,0.0,Kome Sushi Burrito,14156399717.0,,CA,,05/10/2018 12:00:00 AM,91955_20180510,Routine - Unscheduled,Moderate Risk,Inadequate and inaccessible handwashing facilities,91955_20180510_103119,88.0
2948 Folsom St,San Francisco,99733.0,37.7501113061224,,-122.413953346939,TACOTHAI,14157744990.0,94110,CA,2948 Folsom St San Francisco 94110 CA,09/25/2019 12:00:00 AM,99733_20190925,Routine - Unscheduled,,,,100.0
1507 Polk St,San Francisco,2336.0,37.7907793,POINT (-122.420765 37.790645),-122.420879,Ristorante Ti Piacera,,94109,CA,1507 Polk St San Francisco 94109 CA,10/25/2018 12:00:00 AM,2336_20181025,Routine - Unscheduled,Low Risk,Low risk vermin infestation,2336_20181025_103161,92.0
1500 Hyde St,San Francisco,93536.0,37.7946564,,-122.41801029999999,Nook,14155978012.0,94109,CA,1500 Hyde St San Francisco 94109 CA,05/14/2018 12:00:00 AM,93536_20180514,Routine - Unscheduled,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,93536_20180514_103149,96.0
4686 18th St,San Francisco,97282.0,37.76052586566671,,-122.442293666605,TWIN PEAKS CAFE,14155813463.0,94114,CA,4686 18th St San Francisco 94114 CA,09/21/2018 12:00:00 AM,97282_20180921,Routine - Unscheduled,Low Risk,No thermometers or uncalibrated thermometers,97282_20180921_103148,96.0
1 Ferry Building,San Francisco,63079.0,0.0,POINT (-122.39377 37.795225),0.0,"G. L. Alfieri, LLC",14159533448.0,94111,CA,1 Ferry Building San Francisco 94111 CA,12/04/2018 12:00:00 AM,63079_20181204,Routine - Unscheduled,,,,100.0
1099 Hayes St,San Francisco,5848.0,37.775355,POINT (-122.433977 37.775443),-122.43431299999999,Ida B Wells Continuation High School,14155246315.0,94117,CA,1099 Hayes St San Francisco 94117 CA,03/05/2019 12:00:00 AM,5848_20190305,Routine - Unscheduled,,,,100.0
1712 TARAVAL St,San Francisco,2829.0,37.742862,POINT (-122.484541 37.742688),-122.48456231836799,EAGLE PIZZA,,94116,CA,1712 TARAVAL St San Francisco 94116 CA,02/28/2018 12:00:00 AM,2829_20180228,Routine - Unscheduled,Low Risk,Unclean nonfood contact surfaces,2829_20180228_103142,96.0
940 MARKET St,San Francisco,98063.0,37.788655600000006,,-122.40219599999999,ABE'S PIZZA,,94107,CA,940 MARKET St San Francisco 94107 CA,07/18/2019 12:00:00 AM,98063_20190718,Routine - Unscheduled,Moderate Risk,Inadequate and inaccessible handwashing facilities,98063_20190718_103119,90.0
131 06th St,San Francisco,85690.0,0.0,,0.0,Chico's Pizza,,94103,CA,131 06th St San Francisco 94103 CA,09/05/2019 12:00:00 AM,85690_20190905,Routine - Unscheduled,Low Risk,Other low risk violation,85690_20190905_103162,94.0
3116 Noriega St #38th,San Francisco,85766.0,0.0,,0.0,Domino's#8418,14155688100.0,94122,CA,3116 Noriega St #38th San Francisco 94122 CA,09/20/2019 12:00:00 AM,85766_20190920,Routine - Unscheduled,Low Risk,Unclean or degraded floors walls or ceilings,85766_20190920_103154,98.0
1673 Haight St,San Francisco,66771.0,37.76953223076921,POINT (-122.450097 37.769563),-122.450006230769,Stanza,,94117,CA,1673 Haight St San Francisco 94117 CA,05/15/2019 12:00:00 AM,66771_20190515,Routine - Unscheduled,Low Risk,Unapproved or unmaintained equipment or utensils,66771_20190515_103144,98.0
1548 Ocean Ave,San Francisco,77484.0,37.723155799999994,,-122.45248000000001,Ming Kee Restaurant,14155338198.0,94112,CA,1548 Ocean Ave San Francisco 94112 CA,09/03/2019 12:00:00 AM,77484_20190903,Routine - Unscheduled,,,,100.0
2801 Vicente St,San Francisco,4670.0,37.73808815,POINT (-122.49728 37.738333),-122.49737186379801,SUNSET SUPER,,94116,CA,2801 Vicente St San Francisco 94116 CA,06/26/2019 12:00:00 AM,4670_20190626,Routine - Unscheduled,Moderate Risk,Moderate risk vermin infestation,4670_20190626_103131,84.0
699 5th St,San Francisco,100642.0,37.775478,,-122.39724199999999,Haley Mc Nicolls Celtic-American Eatery,,94107,CA,699 5th St San Francisco 94107 CA,09/18/2019 12:00:00 AM,100642_20190918,Routine - Unscheduled,Low Risk,Permit license or inspection report not posted,100642_20190918_103156,90.0
4235 19th St,San Francisco,5838.0,37.7591146938775,POINT (-122.436488 37.759173),-122.436371836735,HARVEY MILK ELEMENTARY SCHOOL,14155246276.0,94114,CA,4235 19th St San Francisco 94114 CA,09/25/2019 12:00:00 AM,5838_20190925,Routine - Unscheduled,High Risk,No hot water or running water,5838_20190925_103112,93.0
Pier 39 West Perimeter,San Francisco,77644.0,0.0,,0.0,Fun Food Partners,,,CA,,11/30/2017 12:00:00 AM,77644_20171130,Routine - Unscheduled,High Risk,Unclean or unsanitary food contact surfaces,77644_20171130_103109,91.0
3150 20th Ave,San Francisco,5997.0,37.7304093,POINT (-122.47588 37.730576),-122.47571470000001,STONESTOWN FAMILY YMCA (SR. ANNEX),14155247715.0,94132,CA,3150 20th Ave San Francisco 94132 CA,04/17/2019 12:00:00 AM,5997_20190417,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,5997_20190417_103124,96.0
845 Market St Suite 500,San Francisco,28044.0,0.0,POINT (-122.406892 37.784848),0.0,Century Theatres,14155538422.0,94103,CA,845 Market St Suite 500 San Francisco 94103 CA,11/21/2018 12:00:00 AM,28044_20181121,Routine - Unscheduled,Low Risk,Unclean or degraded floors walls or ceilings,28044_20181121_103154,98.0
782 ARGUELLO Blvd,San Francisco,70225.0,37.7756674,,-122.458145077458,Arguello Market Corp.,14155755121.0,94118,CA,782 ARGUELLO Blvd San Francisco 94118 CA,08/06/2019 12:00:00 AM,70225_20190806,Routine - Unscheduled,Low Risk,Unapproved or unmaintained equipment or utensils,70225_20190806_103144,94.0
996 Pine St,San Francisco,90808.0,37.7908059,,-122.41216709999999,Pine & Taylor Market,,94108,CA,996 Pine St San Francisco 94108 CA,05/16/2019 12:00:00 AM,90808_20190516,Routine - Unscheduled,,,,100.0
1340 Golden Gate Ave,San Francisco,5221.0,37.779162299999996,POINT (-122.432628 37.779531),-122.43516699999999,Peter Claver Community,,94115,CA,1340 Golden Gate Ave San Francisco 94115 CA,08/24/2018 12:00:00 AM,5221_20180824,Routine - Unscheduled,Moderate Risk,Moderate risk vermin infestation,5221_20180824_103131,81.0
24 Willie Mays Pl Section 106,San Francisco,95071.0,0.0,,0.0,95071 Portable 1 Doggie Diner,,94107,CA,24 Willie Mays Pl Section 106 San Francisco 94107 CA,07/19/2019 12:00:00 AM,95071_20190719,Routine - Unscheduled,,,,100.0
3251 20th Ave  6525,San Francisco,83834.0,0.0,,0.0,Silk Road,14155730052.0,94132,CA,3251 20th Ave  6525 San Francisco 94132 CA,03/22/2019 12:00:00 AM,83834_20190322,Routine - Unscheduled,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,83834_20190322_103149,94.0
24 Willie Mays Pl Lower Cent Fd,San Francisco,95137.0,0.0,,0.0,95137 Garden Table,,94107,CA,24 Willie Mays Pl Lower Cent Fd San Francisco 94107 CA,04/12/2019 12:00:00 AM,95137_20190412,Routine - Unscheduled,,,,100.0
2340 Jackson St,San Francisco,14971.0,37.7926730204082,POINT (-122.433514 37.792628),-122.433632081633,San Francisco Public Montessori,14155743768.0,94115,CA,2340 Jackson St San Francisco 94115 CA,02/27/2019 12:00:00 AM,14971_20190227,Routine - Unscheduled,,,,100.0
3960 Irving St,San Francisco,66894.0,37.7626616,POINT (-122.500265 37.762597),-122.50052609999999,Clancey's Market-Deli,,94122,CA,3960 Irving St San Francisco 94122 CA,08/23/2018 12:00:00 AM,66894_20180823,Routine - Unscheduled,Low Risk,Improper food storage,66894_20180823_103139,98.0
2937 24th St,San Francisco,4917.0,37.752621000000005,POINT (-122.410876 37.752373),-122.41065325,LA VICTORIA BAKERY,14155647120.0,94110,CA,2937 24th St San Francisco 94110 CA,06/05/2018 12:00:00 AM,4917_20180605,Routine - Unscheduled,Low Risk,Unclean nonfood contact surfaces,4917_20180605_103142,69.0
710 Polk St,San Francisco,93336.0,37.783328916666704,,-122.419121333333,Thai Idea Vegetarian,,94109,CA,710 Polk St San Francisco 94109 CA,03/12/2019 12:00:00 AM,93336_20190312,Routine - Unscheduled,Moderate Risk,Insufficient hot water or running water,93336_20190312_103129,88.0
3251 20th Ave 250c,San Francisco,93234.0,0.0,,0.0,Tenroku Ramen,,94132,CA,3251 20th Ave 250c San Francisco 94132 CA,11/03/2017 12:00:00 AM,93234_20171103,Routine - Unscheduled,Moderate Risk,Inadequate procedures or records for time as a public health control,93234_20171103_103121,88.0
64 6th St.,San Francisco,92449.0,37.7764401,,-122.4030322,Pentacle Coffee,,94103,CA,64 6th St. San Francisco 94103 CA,09/05/2019 12:00:00 AM,92449_20190905,Routine - Unscheduled,Low Risk,Improper storage use or identification of toxic substances,92449_20190905_103138,92.0
1330 Ocean Ave,San Francisco,80887.0,37.723155799999994,,-122.45248000000001,Supercue Cafe,14158895188.0,94112,CA,1330 Ocean Ave San Francisco 94112 CA,10/01/2019 12:00:00 AM,80887_20191001,Routine - Unscheduled,Low Risk,Permit license or inspection report not posted,80887_20191001_103156,87.0
1400 Taraval St,San Francisco,96671.0,37.742937,,-122.48121100000002,EL CAFE,14155599850.0,94116,CA,1400 Taraval St San Francisco 94116 CA,09/09/2019 12:00:00 AM,96671_20190909,Routine - Unscheduled,Moderate Risk,Moderate risk food holding temperature,96671_20190909_103120,94.0
1255 Battery St Ste. 700,San Francisco,70547.0,0.0,,0.0,Parlor 1255,,94111,CA,1255 Battery St Ste. 700 San Francisco 94111 CA,08/21/2019 12:00:00 AM,70547_20190821,Routine - Unscheduled,Low Risk,Food safety certificate or food handler card not available,70547_20190821_103157,92.0
1998 Union St,San Francisco,93822.0,37.797608000000004,,-122.43206699999999,Gio Gelati,,94123,CA,1998 Union St San Francisco 94123 CA,04/17/2018 12:00:00 AM,93822_20180417,Routine - Unscheduled,Moderate Risk,Foods not protected from contamination,93822_20180417_103133,96.0
1 ZOO Rd,San Francisco,3607.0,37.7305451,POINT (-122.502535 37.73017),-122.50315220000002,Station Cafe,14159459537.0,94132,CA,1 ZOO Rd San Francisco 94132 CA,08/09/2019 12:00:00 AM,3607_20190809,Routine - Unscheduled,,,,100.0
2997 Folsom St,San Francisco,83369.0,37.749437,,-122.413623,Rubin's Market,,94110,CA,2997 Folsom St San Francisco 94110 CA,11/17/2017 12:00:00 AM,83369_20171117,Routine - Unscheduled,Moderate Risk,Foods not protected from contamination,83369_20171117_103133,86.0
450 30th Ave,San Francisco,5834.0,37.78088185,POINT (-122.490105 37.780823),-122.489626625632,Presidio Middle School,14155758435.0,94121,CA,450 30th Ave San Francisco 94121 CA,09/16/2019 12:00:00 AM,5834_20190916,Routine - Unscheduled,,,,100.0
1534 California St,San Francisco,89416.0,37.7907906734694,,-122.419672285714,Nobhill Pizza & Shawerma,14155772525.0,94109,CA,1534 California St San Francisco 94109 CA,09/23/2019 12:00:00 AM,89416_20190923,Routine - Unscheduled,High Risk,High risk food holding temperature,89416_20190923_103103,93.0
1483 Mason St,San Francisco,6009.0,37.797026777777795,POINT (-122.411899 37.796857),-122.41197277777799,Self-Help For The Elderly - Lady Shaw Senior Center,,94133,CA,1483 Mason St San Francisco 94133 CA,07/16/2019 12:00:00 AM,6009_20190716,Routine - Unscheduled,,,,100.0
825 MARKET St,San Francisco,68294.0,37.785097,POINT (-122.406482 37.785187),-122.40635900000001,Walgreens #3185,,94103,CA,825 MARKET St San Francisco 94103 CA,12/12/2018 12:00:00 AM,68294_20181212,Routine - Unscheduled,Moderate Risk,Inadequate and inaccessible handwashing facilities,68294_20181212_103119,96.0
66 Kearny St,San Francisco,95496.0,0.0,,0.0,Starbucks #52861,,,CA,,08/27/2019 12:00:00 AM,95496_20190827,Routine - Unscheduled,Low Risk,Permit license or inspection report not posted,95496_20190827_103156,92.0
905 Grant Ave,San Francisco,34244.0,37.795278999928,POINT (-122.406514 37.795303),-122.406608184035,Vital Tea Leaf Inc,,94108,CA,905 Grant Ave San Francisco 94108 CA,12/17/2018 12:00:00 AM,34244_20181217,Routine - Unscheduled,Low Risk,Low risk vermin infestation,34244_20181217_103161,98.0
9 West Portal Ave,San Francisco,80819.0,37.7406580224602,,-122.465836547199,VinDebut LLC,14155351136.0,94127,CA,9 West Portal Ave San Francisco 94127 CA,09/07/2018 12:00:00 AM,80819_20180907,Routine - Unscheduled,Low Risk,Unclean or degraded floors walls or ceilings,80819_20180907_103154,98.0
1765 California St,San Francisco,87556.0,37.7900899,,-122.4234142,Genji,,94109,CA,1765 California St San Francisco 94109 CA,06/27/2019 12:00:00 AM,87556_20190627,Routine - Unscheduled,High Risk,Unclean hands or improper use of gloves,87556_20190627_103102,89.0
5957 GEARY Blvd,San Francisco,5077.0,37.779925899999995,POINT (-122.483181 37.780054),-122.4899264,SEAKOR DELI,,94121,CA,5957 GEARY Blvd San Francisco 94121 CA,03/19/2019 12:00:00 AM,5077_20190319,Routine - Unscheduled,Low Risk,Improper food storage,5077_20190319_103139,92.0
1480 Haight St,San Francisco,4896.0,37.7701389,POINT (-122.446644 37.770068),-122.4468328,Ben & Jerry's Haight-Ashbury,,94117,CA,1480 Haight St San Francisco 94117 CA,08/08/2019 12:00:00 AM,4896_20190808,Routine - Unscheduled,Low Risk,Unapproved or unmaintained equipment or utensils,4896_20190808_103144,96.0
456 Haight St,San Francisco,83504.0,37.7723964,,-122.429765088314,Volare Pizza and Restaurant,14155552999.0,94117,CA,456 Haight St San Francisco 94117 CA,12/10/2018 12:00:00 AM,83504_20181210,Routine - Unscheduled,Moderate Risk,Moderate risk food holding temperature,83504_20181210_103120,82.0
103 Horne Ave.,San Francisco,93488.0,0.0,,0.0,Somos Coffee LLC,,94124,CA,103 Horne Ave. San Francisco 94124 CA,12/19/2017 12:00:00 AM,93488_20171219,Routine - Unscheduled,,,,100.0
574 Green St,San Francisco,88091.0,37.7996803,,-122.4087027,Caffe Sport,,94133,CA,574 Green St San Francisco 94133 CA,01/26/2018 12:00:00 AM,88091_20180126,Routine - Unscheduled,High Risk,Improper cooling methods,88091_20180126_103105,89.0
4001 19th St,San Francisco,7206.0,37.759332,POINT (-122.432839 37.759393),-122.43278500000001,NOE HILL MARKET,,94114,CA,4001 19th St San Francisco 94114 CA,08/07/2019 12:00:00 AM,7206_20190807,Routine - Unscheduled,,,,100.0
1 Kearny St,San Francisco,69487.0,37.7877691,,-122.40402420000001,Hakkasan San Francisco,,94108,CA,1 Kearny St San Francisco 94108 CA,04/17/2019 12:00:00 AM,69487_20190417,Routine - Unscheduled,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,69487_20190417_103149,98.0
359 DIVISADERO St,San Francisco,68130.0,37.773006,POINT (-122.437414 37.772748),-122.43759569999999,Vinyl Cafe and Wine Bar,,94117,CA,359 DIVISADERO St San Francisco 94117 CA,05/17/2019 12:00:00 AM,68130_20190517,Routine - Unscheduled,Low Risk,Food safety certificate or food handler card not available,68130_20190517_103157,79.0
2798 DIAMOND St,San Francisco,2692.0,37.734597799999996,POINT (-122.4339 37.734579),-122.4339513,TYGER'S,14155234064.0,94131,CA,2798 DIAMOND St San Francisco 94131 CA,03/04/2019 12:00:00 AM,2692_20190304,Routine - Unscheduled,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,2692_20190304_103149,96.0
2950  Mission St,San Francisco,5850.0,37.749826500000005,POINT (-122.418255 37.749837),-122.418512,Zaida T. Rodriguez (ZTR) Child Development Center,14155695844.0,94110,CA,2950  Mission St San Francisco 94110 CA,09/09/2019 12:00:00 AM,5850_20190909,Routine - Unscheduled,Low Risk,Unapproved or unmaintained equipment or utensils,5850_20190909_103144,98.0
24 Willie Mays Pl Club Lvl Sect 212,San Francisco,95248.0,0.0,,0.0,95248 Liquor Room & Walk-in Box,,94107,CA,24 Willie Mays Pl Club Lvl Sect 212 San Francisco 94107 CA,07/19/2019 12:00:00 AM,95248_20190719,Routine - Unscheduled,,,,100.0
36 02nd St,San Francisco,2818.0,0.0,POINT (-122.400798 37.788727),0.0,STARBUCKS COFFEE #5486,,94105,CA,36 02nd St San Francisco 94105 CA,01/10/2019 12:00:00 AM,2818_20190110,Routine - Unscheduled,Low Risk,Permit license or inspection report not posted,2818_20190110_103156,90.0
PIER 40,San Francisco,4171.0,37.78171975,POINT (-122.387677 37.78162),-122.386312385784,SOUTH BEACH YACHT CLUB,,94107,CA,PIER 40 San Francisco 94107 CA,05/06/2019 12:00:00 AM,4171_20190506,Routine - Unscheduled,Moderate Risk,Inadequate and inaccessible handwashing facilities,4171_20190506_103119,88.0
647 Irving St,San Francisco,80975.0,37.7639755,,-122.46500790000002,Mi-Tea,,94122,CA,647 Irving St San Francisco 94122 CA,09/19/2018 12:00:00 AM,80975_20180919,Routine - Unscheduled,Low Risk,Improper storage of equipment utensils or linens,80975_20180919_103145,98.0
845 Holloway Ave,San Francisco,4850.0,37.7217475510204,POINT (-122.461991 37.721794),-122.461622836735,COOL GUYS,14155451404.0,94112,CA,845 Holloway Ave San Francisco 94112 CA,07/24/2019 12:00:00 AM,4850_20190724,Routine - Unscheduled,Low Risk,Food safety certificate or food handler card not available,4850_20190724_103157,98.0
77 Battery St Suite 100,San Francisco,75681.0,0.0,,0.0,Tokyo Express Battery,,94111,CA,77 Battery St Suite 100 San Francisco 94111 CA,06/03/2019 12:00:00 AM,75681_20190603,Routine - Unscheduled,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,75681_20190603_103124,85.0
1101 STANYAN St,San Francisco,4843.0,37.7643959,POINT (-122.452584 37.764384),-122.4526937,SUNNY COUNTRY FOODS,,94117,CA,1101 STANYAN St San Francisco 94117 CA,01/03/2019 12:00:00 AM,4843_20190103,Routine - Unscheduled,,,,100.0
57 Horne St,San Francisco,94133.0,0.0,,0.0,Pampa BBQ,,94124,CA,57 Horne St San Francisco 94124 CA,04/16/2019 12:00:00 AM,94133_20190416,Routine - Unscheduled,,,,100.0
831 Clement St,San Francisco,7558.0,37.78265089999999,POINT (-122.46826 37.782724),-122.46826170000001,Seafood Center,,94118,CA,831 Clement St San Francisco 94118 CA,10/01/2019 12:00:00 AM,7558_20191001,Routine - Unscheduled,Low Risk,Unapproved or unmaintained equipment or utensils,7558_20191001_103144,92.0
329 Kearny St,San Francisco,86539.0,37.7910185,,-122.4041098,Sababa,,94108,CA,329 Kearny St San Francisco 94108 CA,09/12/2019 12:00:00 AM,86539_20190912,Routine - Unscheduled,Low Risk,Inadequate ventilation or lighting,86539_20190912_103147,96.0
3132 Vicente St,San Francisco,88339.0,37.7394183,,-122.47331240000001,Old Mandarin Islamic Restaurant,14155563481.0,94116,CA,3132 Vicente St San Francisco 94116 CA,08/07/2019 12:00:00 AM,88339_20190807,Routine - Unscheduled,Moderate Risk,Inadequate and inaccessible handwashing facilities,88339_20190807_103119,88.0
2115 Irving St,San Francisco,1930.0,37.7632843,POINT (-122.48075 37.763383),-122.4807189,Sunrise Deli,,94122,CA,2115 Irving St San Francisco 94122 CA,07/25/2019 12:00:00 AM,1930_20190725,Routine - Unscheduled,High Risk,High risk vermin infestation,1930_20190725_103114,85.0
